12,PLUTO,250,PLANET,SOLAR SYSTEM,4,"Pluto is an icy dwarf planet in the Kuiper belt, a ring of bodies beyond the orbit of Neptune. It was the first and the largest Kuiper belt object to be discovered. Pluto was discovered by Clyde Tombaugh in 1930 and declared to be the ninth planet from the Sun.",resources/images/planets/dest_12sm.png,resources/images/planets/dest_12lg.png
13,MERCURY,8,PLANET,SOLAR SYSTEM,1,"Mercury is the smallest and innermost planet in the Solar System. Its orbit around the Sun takes 87.97 days, the shortest of all the planets in the Solar System. It is named after the god Hermes translated into Latin Mercurius Mercury, god of commerce, messenger of the gods, mediator between gods and mortals.",resources/images/planets/dest_13sm.png,resources/images/planets/dest_13lg.png
14,HAUMEA,120,DWARF PLANET,SOLAR SYSTEM,3,Haumea is the fastest rotating dwarf planet with the most interesting/controversial shape. It is located beyond the orbit of Neptune.,resources/images/planets/dest_14sm.png,resources/images/planets/dest_14lg.png
15,CERES,150,DWARF PLANET,SOLAR SYSTEM,4,"Ceres is the largest object in the main asteroid belt that lies between the orbits of Mars and Jupiter. With a diameter of 940 km, Ceres is both the largest of the asteroids and the only dwarf planet inside Neptune's orbit. It is the 25th-largest body in the Solar System within the orbit of Neptune.",resources/images/planets/dest_15sm.png,resources/images/planets/dest_15lg.png
16,MAKEMAKE,150,DWARF PLANET,SOLAR SYSTEM,3,"Makemake is a likely dwarf planet and perhaps the second largest Kuiper belt object in the classical population, with a diameter approximately two-thirds that of Pluto. Makemake has one known satellite, S/2015 1.",resources/images/planets/dest_16sm.png,resources/images/planets/dest_16lg.png
17,ERIS,172,DWARF PLANET,SOLAR SYSTEM,3,"Eris is the most massive and second-largest known dwarf planet in the Solar System. Eris was discovered in January 2005 by a Palomar Observatory-based team led by Mike Brown, and its discovery was verified later that year. In September 2006 it was named after the goddess of strife and discord.",resources/images/planets/dest_17sm.png,resources/images/planets/dest_17lg.png
18,DEIMOS,180,MOON,SOLAR SYSTEM,4,"Deimos is the smaller and outermost of the two natural satellites of Mars, the other being Phobos. Deimos has a mean radius of 6.2 km and takes 30.3 hours to orbit Mars. Deimos is 23,460 km from Mars, much further than Mars's other moon, Phobos",resources/images/planets/dest_18sm.png,resources/images/planets/dest_18lg.png
19,PHOBOS,220,MOON,SOLAR SYSTEM,3,"Phobos is the innermost and larger of the two natural satellites of Mars, the other being Deimos. Both moons were discovered in 1877 by American astronomer Asaph Hall. Phobos is a small, irregularly shaped object with a mean radius of 11 km and is seven times as massive as the outer moon, Deimos",resources/images/planets/dest_19sm.png,resources/images/planets/dest_19lg.png
20,CHARON,189,MOON,SOLAR SYSTEM,2,"Charon, also known as Pluto I, is the largest of the five known natural satellites of the dwarf planet Pluto. It has a mean radius of 606 km. Charon is the sixth-largest trans-Neptunian object after Pluto, Eris, Haumea, Makemake and Gonggong",resources/images/planets/dest_20sm.png,resources/images/planets/dest_20lg.png
21,OBERON,219,MOON,SOLAR SYSTEM,3,"Oberon, also designated Uranus IV, is the outermost major moon of the planet Uranus. It is the second-largest and second most massive of the Uranian moons, and the ninth most massive moon in the Solar System. ",resources/images/planets/dest_21sm.png,resources/images/planets/dest_21lg.png
22,TITANIA,190,MOON,SOLAR SYSTEM,4,"Titania, also designated Uranus III, is the largest of the moons of Uranus and the eighth largest moon in the Solar System at a diameter of 1,578 kilometres. Discovered by William Herschel in 1787, Titania is named after the queen of the fairies in Shakespeare's A Midsummer Night's Dream",resources/images/planets/dest_22sm.png,resources/images/planets/dest_22lg.png
23,IO,182,MOON,SOLAR SYSTEM,3,"Io, or Jupiter I, is the innermost and third-largest of the four Galilean moons of the planet Jupiter. It is the fourth-largest moon in the solar system, has the highest density of all of them, and has the lowest amount of water of any known astronomical object in the Solar System.",resources/images/planets/dest_23sm.png,resources/images/planets/dest_23lg.png
24,GANYMEDE,177,MOON,SOLAR SYSTEM,4,"Ganymede, a satellite of Jupiter, is the largest and most massive of the Solar System's moons. The ninth-largest object in the Solar System, it is the largest without a substantial atmosphere. It has a diameter of 5,268 km, making it 26% larger than the planet Mercury by volume, although it is only 45% as massive",resources/images/planets/dest_24sm.png,resources/images/planets/dest_24lg.png
25,EUROPA,201,MOON,SOLAR SYSTEM,3,"Europa, or Jupiter II, is the smallest of the four Galilean moons orbiting Jupiter, and the sixth-closest to the planet of all the 79 known moons of Jupiter. It is also the sixth-largest moon in the Solar System.",resources/images/planets/dest_25sm.png,resources/images/planets/dest_25lg.png
26,CALLISTO,165,MOON,SOLAR SYSTEM,4,"Callisto, or Jupiter IV, is the second-largest moon of Jupiter, after Ganymede. It is the third-largest moon in the Solar System after Ganymede and Saturn's largest moon Titan, and the largest object in the Solar System that may not be properly differentiated. Callisto was discovered in 1610 by Galileo Galilei",resources/images/planets/dest_26sm.png,resources/images/planets/dest_26lg.png
27,LAPETUS,155,MOON,SOLAR SYSTEM,3,"Iapetus is the third-largest natural satellite of Saturn, eleventh-largest in the Solar System, and the largest body in the Solar System known not to be in hydrostatic equilibrium",resources/images/planets/dest_27sm.png,resources/images/planets/dest_27lg.png
28,HYPERION,128,MOON,SOLAR SYSTEM,2,"Hyperion, also known as Saturn VII, is a moon of Saturn discovered by William Cranch Bond, George Phillips Bond and William Lassell in 1848. It is distinguished by its irregular shape, its chaotic rotation, and its unexplained sponge-like appearance. It was the first non-round moon to be discovered.",resources/images/planets/dest_28sm.png,resources/images/planets/dest_28lg.png
29,MIMAS,192,MOON,SOLAR SYSTEM,4,"Mimas, also designated Saturn I, is a moon of Saturn which was discovered in 1789 by William Herschel. It is named after Mimas, a son of Gaia in Greek mythology. With a diameter of 396 kilometres, it is the smallest astronomical body that is known to still be rounded in shape because of self-gravitation.",resources/images/planets/dest_29sm.png,resources/images/planets/dest_29lg.png
30,PROMETHEUS,172,MOON,SOLAR SYSTEM,3,"Prometheus is an inner satellite of Saturn. It was discovered in 1980 from photos taken by the Voyager 1 probe, and was provisionally designated S/1980 S 27. In late 1985 it was officially named after Prometheus, a Titan in Greek mythology. It is also designated Saturn XVI.",resources/images/planets/dest_30sm.png,resources/images/planets/dest_30lg.png
31,PHOEBE,99,MOON,SOLAR SYSTEM,2,"Phoebe is an irregular satellite of Saturn with a mean diameter of 213 km. It was discovered by William Henry Pickering on March 18, 1899 from photographic plates that had been taken starting on 16 August 1898 at the Boyden Station of the Carmen Alto Observatory near Arequipa, Peru, by DeLisle Stewart",resources/images/planets/dest_31sm.png,resources/images/planets/dest_31lg.png
32,PANDORA,101,MOON,SOLAR SYSTEM,3,"Pandora is an inner satellite of Saturn. It was discovered in 1980 from photos taken by the Voyager 1 probe, and was provisionally designated S/1980 S 26. In late 1985 it was officially named after Pandora from Greek mythology. It is also designated Saturn XVII.",resources/images/planets/dest_32sm.png,resources/images/planets/dest_32lg.png
33,PAN,100,MOON,SOLAR SYSTEM,4,"Pan is the innermost named moon of Saturn. It is a small, walnut-shaped moon approximately 35 kilometres across and 23 km wide that orbits within the Encke Gap in Saturn's A Ring. Pan is a ring shepherd and is responsible for keeping the Encke Gap free of ring particles.",resources/images/planets/dest_33sm.png,resources/images/planets/dest_33lg.png
34,THETHYS,173,MOON,SOLAR SYSTEM,5,"Tethys, or Saturn III, is a mid-sized moon of Saturn about 1,060 km across. It was discovered by G. D. Cassini in 1684 and is named after the titan Tethys of Greek mythology.",resources/images/planets/dest_34sm.png,resources/images/planets/dest_34lg.png
35,TELESTO,180,MOON,SOLAR SYSTEM,3,"Telesto is a moon of Saturn. It was discovered by Smith, Reitsema, Larson and Fountain in 1980 from ground-based observations, and was provisionally designated S/1980 S 13. In the following months, several other apparitions were observed: S/1980 S 24, S/1980 S 33, and S/1981 S 1.",resources/images/planets/dest_35sm.png,resources/images/planets/dest_35lg.png
36,TITAN,129,MOON,SOLAR SYSTEM,4,"Titan is the largest moon of Saturn and the second-largest natural satellite in the Solar System. It is the only moon known to have a dense atmosphere, and the only known body in space, other than Earth, where clear evidence of stable bodies of surface liquid has been found.",resources/images/planets/dest_36sm.png,resources/images/planets/dest_36lg.png
37,RHEA,138,MOON,SOLAR SYSTEM,3,"Rhea is the second-largest moon of Saturn and the ninth-largest moon in the Solar System. It is the second smallest body in the Solar System for which precise measurements have confirmed a shape consistent with hydrostatic equilibrium, after dwarf planet Ceres. It was discovered in 1672 by Giovanni Domenico Cassini.",resources/images/planets/dest_37sm.png,resources/images/planets/dest_37lg.png
38,METHONE,155,MOON,SOLAR SYSTEM,4,"Methone is a very small natural satellite of Saturn orbiting between the orbits of Mimas and Enceladus. It was discovered in 2004, and in 2012 was imaged more closely by the Cassini orbiter probe.",resources/images/planets/dest_38sm.png,resources/images/planets/dest_38lg.png
39,DIONE,183,MOON,SOLAR SYSTEM,4,Dione is a moon of Saturn. It was discovered by Italian astronomer Giovanni Domenico Cassini in 1684. It is named after the Titaness Dione of Greek mythology. It is also designated Saturn IV,resources/images/planets/dest_39sm.png,resources/images/planets/dest_39lg.png
40,ENCELADUS,182,MOON,SOLAR SYSTEM,3,"Enceladus is the sixth-largest moon of Saturn. It is about 500 kilometers in diameter, about a tenth of that of Saturn's largest moon, Titan. Enceladus is mostly covered by fresh, clean ice, making it one of the most reflective bodies of the Solar System.",resources/images/planets/dest_40sm.png,resources/images/planets/dest_40lg.png
41,EPIMETHEUS,190,MOON,SOLAR SYSTEM,4,"Epimetheus is an inner satellite of Saturn. It is also known as Saturn XI. It is named after the mythological Epimetheus, brother of Prometheus",resources/images/planets/dest_41sm.png,resources/images/planets/dest_41lg.png
42,ARIEL,180,MOON,SOLAR SYSTEM,5,"Ariel is the fourth-largest of the 27 known moons of Uranus. Ariel orbits and rotates in the equatorial plane of Uranus, which is almost perpendicular to the orbit of Uranus and so has an extreme seasonal cycle",resources/images/planets/dest_42sm.png,resources/images/planets/dest_42lg.png
43,PSYCHE,175,ASTEROID,SOLAR SYSTEM,5,"16 Psyche is one of the most massive asteroids in the asteroid belt. This object is over 200 km in diameter and contains about 1% of the mass of the entire asteroid belt. It is thought to be the exposed iron core of a protoplanet, and is the most massive metallic M-type asteroid",resources/images/planets/dest_43sm.png,resources/images/planets/dest_43lg.png
44,ITOKAWA,188,ASTEROID,SOLAR SYSTEM,4,25143 Itokawa is a sub-kilometer near-Earth object of the Apollo group and a potentially hazardous asteroid. It was discovered by the LINEAR program in 1998 and later named after Japanese rocket engineer Hideo Itokawa,resources/images/planets/dest_44sm.png,resources/images/planets/dest_44lg.png
45,VESTA,120,ASTEROID,SOLAR SYSTEM,4,"Vesta is one of the largest objects in the asteroid belt, with a mean diameter of 525 kilometres. It was discovered by the German astronomer Heinrich Wilhelm Matthias Olbers on 29 March 1807 and is named after Vesta, the virgin goddess of home and hearth from Roman mythology",resources/images/planets/dest_45sm.png,resources/images/planets/dest_45lg.png
46,BENNU,139,ASTEROID,SOLAR SYSTEM,5,101955 Bennu is a carbonaceous asteroid in the Apollo group discovered by the LINEAR Project on 11 September 1999. It is a potentially hazardous object that is listed on the Sentry Risk Table with the second-highest cumulative rating on the Palermo Technical Impact Hazard Scale.,resources/images/planets/dest_46sm.png,resources/images/planets/dest_46lg.png
47,HARTLEY,142,COMET,SOLAR SYSTEM,4,"Comet Hartley 2, designated as 103P/Hartley by the Minor Planet Center, is a small periodic comet with an orbital period of 6.46 years. It was discovered by Malcolm Hartley in 1986 at the Schmidt Telescope Unit, Siding Spring Observatory, Australia. Its diameter is estimated to be 1.2 to 1.6 kilometres",resources/images/planets/dest_47sm.png,resources/images/planets/dest_47lg.png
48,CHURYUMOV-GERASIMENKO,220,COMET,SOLAR SYSTEM,3,"67P/Churyumov–Gerasimenko is a Jupiter-family comet, originally from the Kuiper belt, with a current orbital period of 6.45 years, a rotation period of approximately 12.4 hours and a maximum velocity of 135,000 km/h. Churyumov–Gerasimenko is approximately 4.3 by 4.1 km at its longest and widest dimensions.",resources/images/planets/dest_48sm.png,resources/images/planets/dest_48lg.png
49,OUMUAMUA,300,COMET,SOLAR SYSTEM,4,"ʻOumuamua is the first known interstellar object detected passing through the Solar System. Formally designated 1I/2017 U1, it was discovered by Robert Weryk using the Pan-STARRS telescope at Haleakala Observatory, Hawaii, on 19 October 2017, 40 days after it passed its closest point to the Sun on 9 September",resources/images/planets/dest_49sm.png,resources/images/planets/dest_49lg.png
50,PROXIMA CENTAURI B,1600,PLANET,ALPHA CENTAURI,22,"Proxima Centauri b is an exoplanet orbiting in the habitable zone of the red dwarf star Proxima Centauri, which is the closest star to the Sun and part of a triple star system",resources/images/planets/dest_50sm.png,resources/images/planets/dest_50lg.png
51,EPSILON ERIDANI,1800,PLANET,BETA CENTAURI,14,"Epsilon Eridani, formally named Ran, is a star in the southern constellation of Eridanus, at a declination of 9.46° south of the celestial equator. This allows it to be visible from most of Earth's surface. At a distance of 10.5 light-years from the Sun, it has an apparent magnitude of 3.73",resources/images/planets/dest_51sm.png,resources/images/planets/dest_51lg.png
52,CAPRICA,2500,PLANET,CYRANUS SYSTEM,7,"Two thousand years ago the Twelve Tribes left Kobol after a disaster - the nature of which is now unknown. They traveled two thousand light years to the Cyrannus Star System, a system with four stars. The planet Caprica was settled by the Capricorn tribe.",resources/images/planets/dest_52sm.png,resources/images/planets/dest_52lg.png
53,GALLIFREY,2600,PLANET,KASTERBOROUS,12,Gallifrey resides in a binary star system within the constellation of Kasterborous.,resources/images/planets/dest_53sm.png,resources/images/planets/dest_53lg.png
54,CYBERTRON,2700,PLANET,TRANSFORMERS,14,"Cybertron is the home planet of the Transformers and (usually) the body of their creator, Primus. Cybertron is (almost always) a shining metal, technological world; a planet of towering future cities without end and vast metallic plains, spiraling metal mountains and bottomless neon-lit chasms.",resources/images/planets/dest_54sm.png,resources/images/planets/dest_54lg.png
55,EGO,5000,PLANET,GUARDIANS OF THE GALAXY,14," I am Ego - the largest, most powerful Intelligence in all Infinity",resources/images/planets/dest_55sm.png,resources/images/planets/dest_55lg.png
56,CATACHLYSM,3000,PLANET,CANOPUS SYSTEM,12,"Arrakis, (derived from the Arabic name ar-rāqiṣ, ""the dancer"", originally a star-name for Mu Draconis) later Rakis (known colloquially as ""Dune"") is and the home of the Fremen (Zensunni wanderers) and later, the Imperial Capital under Muad'Dib's Empire. Arrakis is the third planet orbiting the star Canopus, and it in turn is orbited by two moons, one of which has the image of the desert kangaroo-rat, Muad'Dib, on it; the other possessing the image of a human hand.",resources/images/planets/dest_56sm.png,resources/images/planets/dest_56lg.png
57,EDMUNDS PLANET,2300,PLANET,GARGANTUA SYSTEM,12,A little rocky and desert-like planet that can support life.,resources/images/planets/dest_57sm.png,resources/images/planets/dest_57lg.png
58,COOPER STATION,70,STATION,SOLAR SYSTEM,2,"A tube orbiting Saturn with bizarre gravity and, one imagines, a limited amount of life-sustaining properties.",resources/images/planets/dest_58sm.png,resources/images/planets/dest_58lg.png
59,DR. MANN'S PLANET,2000,PLANET,GARGANTUA SYSTEM,10,"Mann's planet is completely covered in ice, and ice clouds from head to toe. There's nary a way of supporting life on this planet that is completely covered in ice somehow, because planets all have one environment; but at least you can live on it for a few hours at a time. ",resources/images/planets/dest_59sm.png,resources/images/planets/dest_59lg.png
60,MILLER'S PLANET,2800,PLANET,GARGANTUA SYSTEM,14,"Dr. Miller's planet, is completely covered in water that crests into humungous waves every hour or so that destroy everything in their path.",resources/images/planets/dest_60sm.png,resources/images/planets/dest_60lg.png
61,KRYPTON,7000,PLANET,RAO SYSTEM,200,"Krypton is a planet which orbits a red star. Before its destruction, it was home to a great civilization which boasted advanced science and technology. In many versions of the story, it was either barren or icy, and often the home to huge crystals and crystalline structures. Krypton had many strange creatures (such as glass-eaters) and beautiful landscapes that simply don't exist on other worlds. ",resources/images/planets/dest_61sm.png,resources/images/planets/dest_61lg.png
62,Abafar,5000,PLANET,STAR WARS GALAXY,93,"A rocky planet located in the Azure sector of the galaxy's Core Worlds region. A majority of its surface was covered with tall, red plant-like life. In the early years of the Imperial Era, the planet was destroyed in a cataclysm, with the remains becoming the Anaxes asteroid belt.",resources/images/planets/dest_62sm.png,resources/images/planets/dest_62lg.png
63,Abregado-rae,4000,PLANET,STAR WARS GALAXY,48,"A desert planet located in the Outer Rim with a completely white surface. Known as The Void, the planet is barely populated but is home to massive amounts of rhydonium, a scarce and volatile fuel.",resources/images/planets/dest_63sm.png,resources/images/planets/dest_63lg.png
64,Aeos Prime,6000,PLANET,STAR WARS GALAXY,82,The base of operations for the smuggler Talon Karrde.,resources/images/planets/dest_64sm.png,resources/images/planets/dest_64lg.png
65,Agamar,7000,PLANET,STAR WARS GALAXY,65,An ocean planet located in the Outer Rim territories. Home to native Aeosians and the site of a former Rebel Alliance base.,resources/images/planets/dest_65sm.png,resources/images/planets/dest_65lg.png
66,Ahch-To,8000,MOON,STAR WARS GALAXY,50,"A barren, rocky planet in the Outer Rim. Site of a still-active reserve of Separatist droids that became known for surviving the Clone Wars.",resources/images/planets/dest_66sm.png,resources/images/planets/dest_66lg.png
67,Ajan Kloss,9000,PLANET,STAR WARS GALAXY,77,"Oceanic planet on which Luke Skywalker has been hiding for several years, and the location of the first Jedi Temple and the Tree Library of sacred Jedi texts. Porgs are among the native species.",resources/images/planets/dest_67sm.png,resources/images/planets/dest_67lg.png
68,Akiva,10000,PLANET,STAR WARS GALAXY,100,A jungle moon which serves as a new base of operations for the Resistance. Leia Organa dies here after using the last of her energy to reach out to her son through the Force.,resources/images/planets/dest_68sm.png,resources/images/planets/dest_68lg.png
69,Alderaan,5000,PLANET,STAR WARS GALAXY,51,"Jungle planet and home of Norra and Temmin Wexley, and a primary setting in Aftermath.",resources/images/planets/dest_69sm.png,resources/images/planets/dest_69lg.png
70,Alzoc III,7317,PLANET,STAR WARS GALAXY,60,"Forests, mountains; home planet of Princess Leia and the House of Organa. Destroyed by the first Death Star as punishment for involvement in the Rebel Alliance and also as a demonstration of power.",resources/images/planets/dest_70sm.png,resources/images/planets/dest_70lg.png
71,Ambria,5869,PLANET,STAR WARS GALAXY,63,"Ice planet, with many glaciers, and in its surface lies a crashed separatist carrier, with an anti-gravitational device.",resources/images/planets/dest_71sm.png,resources/images/planets/dest_71lg.png
72,Anaxes,4202,PLANET,STAR WARS GALAXY,51,The site of an ancient battle between Jedi and Sith.,resources/images/planets/dest_72sm.png,resources/images/planets/dest_72lg.png
73,Ando,5806,PLANET,STAR WARS GALAXY,62,"A water-covered planet located in the Outer Rim, it is home to the amphibious Aqualish species and endures great turmoil during the Separatist Crisis.",resources/images/planets/dest_73sm.png,resources/images/planets/dest_73lg.png
74,Anoat,8177,PLANET,STAR WARS GALAXY,67,Polluted; A nearly inhospitable planet used by the Empire.,resources/images/planets/dest_74sm.png,resources/images/planets/dest_74lg.png
75,Anoth,7784,PLANET,STAR WARS GALAXY,97,Rocky planet used to conceal the newly born Solo children.,resources/images/planets/dest_75sm.png,resources/images/planets/dest_75lg.png
76,Arkania,8942,PLANET,STAR WARS GALAXY,77,Gem mining planet with humanoid inhabitants.,resources/images/planets/dest_76sm.png,resources/images/planets/dest_76lg.png
77,Arvala-7,6798,PLANET,STAR WARS GALAXY,31,"An ""out-of-the-way"" desert planet where the Mandalorian was sent by the Client to look for the Child and where Kuiil worked as a vapor farmer.",resources/images/planets/dest_77sm.png,resources/images/planets/dest_77lg.png
78,Atollon,8097,PLANET,STAR WARS GALAXY,80,"Desert planet, site of Phoenix Squadron Rebel base. Home of the spider-like hexapods known as the Krykna, and the powerful force-wielder Bendu.",resources/images/planets/dest_78sm.png,resources/images/planets/dest_78lg.png
79,Bakura,6178,PLANET,STAR WARS GALAXY,44,Peaceful planet which issues a distress call when invaded by the Ssi-ruuk.,resources/images/planets/dest_79sm.png,resources/images/planets/dest_79lg.png
80,Balnab,4061,PLANET,STAR WARS GALAXY,58,A Barbaric world once visited by R2-D2 and C-3PO.,resources/images/planets/dest_80sm.png,resources/images/planets/dest_80lg.png
81,Batuu,9101,PLANET,STAR WARS GALAXY,38,A remote frontier outpost and old trading port,resources/images/planets/dest_81sm.png,resources/images/planets/dest_81lg.png
82,Bespin,4855,PLANET,STAR WARS GALAXY,49,A gas planet with a thin layer of habitable atmosphere where Cloud City was located. The planet's gas layers were a source of rare tibanna gas which was harvested and refined at mining complexes like Cloud City.,resources/images/planets/dest_82sm.png,resources/images/planets/dest_82lg.png
83,Bogano,7237,PLANET,STAR WARS GALAXY,60,"A hospitable planet where Eno Cordova hid from the Empire. There was a structure known as ""The Vault"", within which hid a Jedi holocron.",resources/images/planets/dest_83sm.png,resources/images/planets/dest_83lg.png
84,Bonadan,6152,PLANET,STAR WARS GALAXY,76,Corporate sector planet which lures a young Han Solo into a trap.,resources/images/planets/dest_84sm.png,resources/images/planets/dest_84lg.png
85,Borleias,7662,PLANET,STAR WARS GALAXY,31,Planet used as a stepping-stone for the New Republic to retake Coruscant.,resources/images/planets/dest_85sm.png,resources/images/planets/dest_85lg.png
86,Bothawui,9209,PLANET,STAR WARS GALAXY,47,Site of a space battle between Anakin Skywalker and General Grievous.,resources/images/planets/dest_86sm.png,resources/images/planets/dest_86lg.png
87,Bracca,6866,PLANET,STAR WARS GALAXY,98,An inhospitable junkyard planet in the Mid Rim considered strategically important in the Clone Wars. Becomes useful to the Scrapper Guild whose members salvage decommissioned ships for the Empire.,resources/images/planets/dest_87sm.png,resources/images/planets/dest_87lg.png
88,Byss,9114,PLANET,STAR WARS GALAXY,86,"Planet chosen as the base of operations for a clone of Emperor Palpatine. Located very close to the center of the galaxy. It is destroyed by the Dark Empire's weapon, the Galaxy Gun. Included in at least one canon map.",resources/images/planets/dest_88sm.png,resources/images/planets/dest_88lg.png
89,Cantonica,4698,PLANET,STAR WARS GALAXY,97,"An arid planet where the resort city of Canto Bight, home of the Canto Casino and Racetrack, is located.",resources/images/planets/dest_89sm.png,resources/images/planets/dest_89lg.png
90,Carida,5776,PLANET,STAR WARS GALAXY,32,Planet destroyed by the vengeful ex-Jedi Kyp Durron.,resources/images/planets/dest_90sm.png,resources/images/planets/dest_90lg.png
91,Castilon,7002,PLANET,STAR WARS GALAXY,34,"An ocean planet located in the Outer Rim near Wild Space. Home to the aircraft refueling station Colossus, as well as a destination for racers.",resources/images/planets/dest_91sm.png,resources/images/planets/dest_91lg.png
92,Cato Neimoidia,9054,PLANET,STAR WARS GALAXY,52,"The site of battles throughout the Clone Wars, notable for its ""Bridge Cities"". Also the site of Plo Koon's death during the Great Jedi Purge.",resources/images/planets/dest_92sm.png,resources/images/planets/dest_92lg.png
93,Celsor 3,5596,PLANET,STAR WARS GALAXY,88,An uninhabited ice moon and home to the Jakoosk.,resources/images/planets/dest_93sm.png,resources/images/planets/dest_93lg.png
94,Chandrila,5329,PLANET,STAR WARS GALAXY,59,"Homeworld of Mon Mothma, it serves as the first capital of the New Republic. Serene planet known for calm seas and rolling hills.",resources/images/planets/dest_94sm.png,resources/images/planets/dest_94lg.png
95,Christophsis,5751,PLANET,STAR WARS GALAXY,83,"During the Clone Wars, the Battle of Christophsis occurs here, serving as an introduction to Ahsoka Tano.",resources/images/planets/dest_95sm.png,resources/images/planets/dest_95lg.png
96,Concord Dawn,7935,PLANET,STAR WARS GALAXY,71,Home planet of Jango Fett. Habitable planet that is surrounded by a large amount of debris from many vicious wars. Formerly controlled by the Mandalorians.,resources/images/planets/dest_96sm.png,resources/images/planets/dest_96lg.png
97,Corellia,9250,PLANET,STAR WARS GALAXY,85,"Industrial planet located in the Core of the galaxy, with a strong culture of training pilots. Homeworld of Han Solo.",resources/images/planets/dest_97sm.png,resources/images/planets/dest_97lg.png
98,Coruscant,4524,PLANET,STAR WARS GALAXY,33,Cosmopolitan urban world consisting of one planet-wide city. Governmental center of the Galactic Republic and later the Galactic Empire.,resources/images/planets/dest_98sm.png,resources/images/planets/dest_98lg.png
99,Crait,7216,PLANET,STAR WARS GALAXY,84,"Small mineral planet located in a remote section of the galaxy, its surface is covered with a layer of white salt over its red-colored soil. In Leia, Princess of Alderaan it is the location of an early Rebel Alliance outpost. Leia and her remaining Resistance forces flee there in The Last Jedi, where they face off with the First Order.",resources/images/planets/dest_99sm.png,resources/images/planets/dest_99lg.png
100,Da Soocha V,8463,PLANET,STAR WARS GALAXY,76,Moon in Hutt space housing a provisional Rebel base under siege from the Palpatine clone. Capital of the New Republic between the Dark Empire recapture of Coruscant and its destruction. It is destroyed by the Galaxy Gun.,resources/images/planets/dest_100sm.png,resources/images/planets/dest_100lg.png
