27,40,122,27,2019-02-17,5,"""Leave my home. Now!"", said Mr. Samsa, indicating the door and without letting the women from him. ""What do you mean?"", asked the middle of the three gentlemen somewhat disconcerted, and he smiled sweetly. The other two held their hands behind their backs and continually rubbed them together in gleeful anticipation of a loud quarrel which could only end in their favour. ""I mean just what I said"", answered Mr. Samsa, and, with his two companions, went in a straight line towards the man. At first, he stood there still, looking at the ground as if the contents of his head were rearranging themselves into new positions. ""Alright, we'll go then"", he said, and looked up at Mr. Samsa as if he had been suddenly overcome with humility and wanted permission again from Mr. Samsa for his decision. Mr. Samsa merely opened his eyes wide and briefly nodded to him several times. At that, and without delay, the man actually did take long strides into the front hallway; his two friends had stopped rubbing their hands some time before and had been listening to what was being said. Now they jumped off after their friend as if taken with a sudden fear that Mr. Samsa might go into the hallway in front of them and break the connection with their leader. Once there, all three took their hats from the stand, took their sticks from the holder, bowed without a word and left the premises. Mr. Samsa and the two women followed them out onto the landing; but they had had no reason to mistrust the men's intentions and as they leaned over the landing they saw how the three gentlemen made slow but steady progress down the many steps. As they turned the corner on each floor they disappeared and would reappear a few moments later; the further down they went, the more that the Samsa family lost interest in them; when a butcher's boy, proud of posture with his tray on his head, passed them on his way up and came nearer than they were, Mr. Samsa and the women came away from the landing and went, as if relieved, back into the flat."
28,37,124,28,2019-02-22,4,"The three gentlemen stepped out of their room and looked round in amazement for their breakfasts; they had been forgotten about. ""Where is our breakfast?"", the middle gentleman asked the cleaner irritably. She just put her finger on her lips and made a quick and silent sign to the men that they might like to come into Gregor's room. They did so, and stood around Gregor's corpse with their hands in the pockets of their well-worn coats. It was now quite light in the room."
29,43,168,29,2019-03-02,5,"""Grete, come with us in here for a little while"", said Mrs. Samsa with a pained smile, and Grete followed her parents into the bedroom but not without looking back at the body. The cleaner shut the door and opened the window wide. Although it was still early in the morning the fresh air had something of warmth mixed in with it. It was already the end of March, after all."
30,38,154,30,2019-02-11,4,"Mr. and Mrs. Samsa sat upright there in their marriage bed and had to make an effort to get over the shock caused by the cleaner before they could grasp what she was saying. But then, each from his own side, they hurried out of bed. Mr. Samsa threw the blanket over his shoulders, Mrs. Samsa just came out in her nightdress; and that is how they went into Gregor's room. On the way they opened the door to the living room where Grete had been sleeping since the three gentlemen had moved in; she was fully dressed as if she had never been asleep, and the paleness of her face seemed to confirm this. ""Dead?"", asked Mrs. Samsa, looking at the charwoman enquiringly, even though she could have checked for herself and could have known it even without checking. ""That's what I said"", replied the cleaner, and to prove it she gave Gregor's body another shove with the broom, sending it sideways across the floor. Mrs. Samsa made a movement as if she wanted to hold back the broom, but did not complete it. ""Now then"", said Mr. Samsa, ""let's give thanks to God for that"". He crossed himself, and the three women followed his example. Grete, who had not taken her eyes from the corpse, said: ""Just look how thin he was. He didn't eat anything for so long. The food came out again just the same as when it went in"". Gregor's body was indeed completely dried up and flat, they had not seen it until then, but now he was not lifted up on his little legs, nor did he do anything to make them look away."
31,44,8,31,2019-02-09,5,"When the cleaner came in early in the morning - they'd often asked her not to keep slamming the doors but with her strength and in her hurry she still did, so that everyone in the flat knew when she'd arrived and from then on it was impossible to sleep in peace - she made her usual brief look in on Gregor and at first found nothing special. She thought he was laying there so still on purpose, playing the martyr; she attributed all possible understanding to him. She happened to be holding the long broom in her hand, so she tried to tickle Gregor with it from the doorway. When she had no success with that she tried to make a nuisance of herself and poked at him a little, and only when she found she could shove him across the floor with no resistance at all did she start to pay attention. She soon realised what had really happened, opened her eyes wide, whistled to herself, but did not waste time to yank open the bedroom doors and shout loudly into the darkness of the bedrooms: ""Come and 'ave a look at this, it's dead, just lying there, stone dead!"""
32,73,87,32,2019-02-10,5,"""What now, then?"", Gregor asked himself as he looked round in the darkness. He soon made the discovery that he could no longer move at all. This was no surprise to him, it seemed rather that being able to actually move around on those spindly little legs until then was unnatural. He also felt relatively comfortable. It is true that his entire body was aching, but the pain seemed to be slowly getting weaker and weaker and would finally disappear altogether. He could already hardly feel the decayed apple in his back or the inflamed area around it, which was entirely covered in white dust. He thought back of his family with emotion and love. If it was possible, he felt that he must go away even more strongly than his sister. He remained in this state of empty and peaceful rumination until he heard the clock tower strike three in the morning. He watched as it slowly began to get light everywhere outside the window too. Then, without his willing it, his head sank down completely, and his last breath flowed weakly from his nostrils."
33,49,83,33,2019-02-24,4,"He was hardly inside his room before the door was hurriedly shut, bolted and locked. The sudden noise behind Gregor so startled him that his little legs collapsed under him. It was his sister who had been in so much of a rush. She had been standing there waiting and sprung forward lightly, Gregor had not heard her coming at all, and as she turned the key in the lock she said loudly to her parents ""At last!""."
34,9,197,34,2019-02-24,5,"""Maybe now they'll let me turn round"", thought Gregor and went back to work. He could not help panting loudly with the effort and had sometimes to stop and take a rest. No-one was making him rush any more, everything was left up to him. As soon as he had finally finished turning round he began to move straight ahead. He was amazed at the great distance that separated him from his room, and could not understand how he had covered that distance in his weak state a little while before and almost without noticing it. He concentrated on crawling as fast as he could and hardly noticed that there was not a word, not any cry, from his family to distract him. He did not turn his head until he had reached the doorway. He did not turn it all the way round as he felt his neck becoming stiff, but it was nonetheless enough to see that nothing behind him had changed, only his sister had stood up. With his last glance he saw that his mother had now fallen completely asleep."
35,59,104,35,2019-02-27,4,"But Gregor had had no intention of frightening anyone, least of all his sister. All he had done was begin to turn round so that he could go back into his room, although that was in itself quite startling as his pain-wracked condition meant that turning round required a great deal of effort and he was using his head to help himself do it, repeatedly raising it and striking it against the floor. He stopped and looked round. They seemed to have realised his good intention and had only been alarmed briefly. Now they all looked at him in unhappy silence. His mother lay in her chair with her legs stretched out and pressed against each other, her eyes nearly closed with exhaustion; his sister sat next to his father with her arms around his neck."
36,46,8,36,2019-03-05,5,"""It's got to go"", shouted his sister, ""that's the only way, Father. You've got to get rid of the idea that that's Gregor. We've only harmed ourselves by believing it for so long. How can that be Gregor? If it were Gregor he would have seen long ago that it's not possible for human beings to live with an animal like that and he would have gone of his own free will. We wouldn't have a brother any more, then, but we could carry on with our lives and remember him with respect. As it is this animal is persecuting us, it's driven out our tenants, it obviously wants to take over the whole flat and force us to sleep on the streets. Father, look, just look"", she suddenly screamed, ""he's starting again!"" In her alarm, which was totally beyond Gregor's comprehension, his sister even abandoned his mother as she pushed herself vigorously out of her chair as if more willing to sacrifice her own mother than stay anywhere near Gregor. She rushed over to behind her father, who had become excited merely because she was and stood up half raising his hands in front of Gregor's sister as if to protect her."
37,11,172,37,2019-03-01,5,"""If he could just understand us"", repeated Gregor's father, closing his eyes in acceptance of his sister's certainty that that was quite impossible, ""then perhaps we could come to some kind of arrangement with him. But as it is ..."""
38,52,203,38,2019-02-24,4,"""If he could just understand us"", said his father almost as a question; his sister shook her hand vigorously through her tears as a sign that of that there was no question."
39,42,170,39,2019-03-01,4,"His sister just shrugged her shoulders as a sign of the helplessness and tears that had taken hold of her, displacing her earlier certainty."
40,15,169,40,2019-03-03,5,"""My child"", said her father with sympathy and obvious understanding, ""what are we to do?"""
41,58,171,41,2019-02-19,5,"""We have to try and get rid of it"", said Gregor's sister, now speaking only to her father, as her mother was too occupied with coughing to listen, ""it'll be the death of both of you, I can see it coming. We can't all work as hard as we have to and then come home to be tortured like this, we can't endure it. I can't endure it any more."" And she broke out so heavily in tears that they flowed down the face of her mother, and she wiped them away with mechanical hand movements."
42,32,156,42,2019-03-05,4,"Gregor's sister rushed to his mother and put her hand on her forehead. Her words seemed to give Gregor's father some more definite ideas. He sat upright, played with his uniform cap between the plates left by the three gentlemen after their meal, and occasionally looked down at Gregor as he lay there immobile."
43,53,40,43,2019-02-18,5,"""She's absolutely right"", said Gregor's father to himself. His mother, who still had not had time to catch her breath, began to cough dully, her hand held out in front of her and a deranged expression in her eyes."
44,37,49,44,2019-03-10,5,"""Father, Mother"", said his sister, hitting the table with her hand as introduction, ""we can't carry on like this. Maybe you can't see it, but I can. I don't want to call this monster my brother, all I can say is: we have to try and get rid of it. We've done all that's humanly possible to look after it and be patient, I don't think anyone could accuse us of doing anything wrong."""
45,59,138,45,2019-02-16,4,"Gregor's father staggered back to his seat, feeling his way with his hands, and fell into it; it looked as if he was stretching himself out for his usual evening nap but from the uncontrolled way his head kept nodding it could be seen that he was not sleeping at all. Throughout all this, Gregor had lain still where the three gentlemen had first seen him. His disappointment at the failure of his plan, and perhaps also because he was weak from hunger, made it impossible for him to move. He was sure that everyone would turn on him any moment, and he waited. He was not even startled out of this state when the violin on his mother's lap fell from her trembling fingers and landed loudly on the floor."
46,41,198,46,2019-03-04,5,"The children assembled first, of course. School was recently over for the summer, and the feeling of liberty sat uneasily on most of them; they tended to gather together quietly for a while before they broke into boisterous play, and their talk was still of the classroom and the teacher, of books and reprimands. Bobby Martin had already stuffed his pockets full of stones, and the other boys soon followed his example, selecting the smoothest and roundest stones; Bobby and Harry Jones and Dickie Delacroix—the villagers pronounced this name “Dellacroy”—eventually made a great pile of stones in one corner of the square and guarded it against the raids of the other boys. The girls stood aside, talking among themselves, looking over their shoulders at the boys, and the very small children rolled in the dust or clung to the hands of their older brothers or sisters."
47,47,31,47,2019-02-18,4,"Soon the men began to gather, surveying their own children, speaking of planting and rain, tractors and taxes. They stood together, away from the pile of stones in the corner, and their jokes were quiet and they smiled rather than laughed. The women, wearing faded house dresses and sweaters, came shortly after their menfolk. They greeted one another and exchanged bits of gossip as they went to join their husbands. Soon the women, standing by their husbands, began to call to their children, and the children came reluctantly, having to be called four or five times. Bobby Martin ducked under his mother’s grasping hand and ran, laughing, back to the pile of stones. His father spoke up sharply, and Bobby came quickly and took his place between his father and his oldest brother."
48,32,165,48,2019-03-14,3,"The lottery was conducted—as were the square dances, the teen-age club, the Halloween program—by Mr. Summers, who had time and energy to devote to civic activities. He was a round-faced, jovial man and he ran the coal business, and people were sorry for him, because he had no children and his wife was a scold. When he arrived in the square, carrying the black wooden box, there was a murmur of conversation among the villagers, and he waved and called, “Little late today, folks.” The postmaster, Mr. Graves, followed him, carrying a three-legged stool, and the stool was put in the center of the square and Mr. Summers set the black box down on it. The villagers kept their distance, leaving a space between themselves and the stool, and when Mr. Summers said, “Some of you fellows want to give me a hand?,” there was a hesitation before two men, Mr. Martin and his oldest son, Baxter, came forward to hold the box steady on the stool while Mr. Summers stirred up the papers inside it."
49,34,58,49,2019-02-18,4,"The original paraphernalia for the lottery had been lost long ago, and the black box now resting on the stool had been put into use even before Old Man Warner, the oldest man in town, was born. Mr. Summers spoke frequently to the villagers about making a new box, but no one liked to upset even as much tradition as was represented by the black box. There was a story that the present box had been made with some pieces of the box that had preceded it, the one that had been constructed when the first people settled down to make a village here. Every year, after the lottery, Mr. Summers began talking again about a new box, but every year the subject was allowed to fade off without anything’s being done. The black box grew shabbier each year; by now it was no longer completely black but splintered badly along one side to show the original wood color, and in some places faded or stained."
